iid,gender,age,field_of_study,race,imprace,imprelig,goal,date,go_out,career,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr,sinc,intel,fun,amb,shar,avg_attr,avg_sinc,avg_intel,avg_fun,avg_amb,avg_shar,yes_freq
220,1,25,13,6,1,1,1,5,2,6,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,16.67,16.67,16.67,16.67,14.81,18.52,5.3125,8.25,8.6875,7.25,8,6.4375,0.1875
221,1,27,8,4,6,1,2,6,3,7,5,6,3,7,6,3,4,3,7,8,7,8,8,4,4,4,1,15.56,17.78,17.78,17.78,17.78,13.33,6.285714285714286,7.928571428571429,8.571428571428571,6.5,7.785714285714286,5.928571428571429,0.35714285714285715
222,1,27,2,2,8,3,2,6,3,2,5,1,6,8,10,9,6,4,7,9,1,9,9,10,8,3,1,9.52,19.05,23.81,19.05,4.76,23.81,3.375,7.375,8.0625,4.5625,5.625,4.0625,0.0625
223,1,28,7,2,6,6,2,4,2,2,8,7,6,6,8,7,6,7,8,9,6,5,10,6,7,5,2,17.39,17.39,19.57,19.57,10.87,15.22,5.642857142857143,7.642857142857143,7.714285714285714,5.714285714285714,7,5.928571428571429,0.07142857142857142
224,1,32,3,2,1,3,6,7,4,15,6,4,4,7,5,5,5,6,8,10,1,8,9,2,4,1,8,17.24,17.24,17.24,17.24,13.79,17.24,6.285714285714286,8.214285714285714,8.428571428571429,6.5,7.5,6,0.35714285714285715
225,1,28,8,3,4,9,1,7,2,7,10,8,3,8,8,8,7,3,9,8,8,9,7,9,9,2,6,14.71,14.71,14.71,14.71,20.59,20.59,6.0625,7.6875,7.8125,7.1875,7.5,5.5,0.25
226,1,23,8,2,1,3,2,3,1,6,10,7,8,6,7,7,3,2,8,4,5,6,7,4,9,2,4,25.64,17.95,15.38,20.51,10.26,10.26,8.625,7.6875,7.875,7.8125,8.0625,6.1875,0.6875
227,1,26,8,2,7,7,2,6,3,7,7,7,7,10,9,7,2,6,5,10,8,8,9,5,7,5,1,20,16,18,16,16,14,6.9411764705882355,7.235294117647059,7.176470588235294,6.882352941176471,7.470588235294118,5.470588235294118,0.4117647058823529
228,1,24,10,4,1,4,3,7,3,2,3,1,2,8,4,5,8,4,6,9,2,4,7,8,9,2,8,13.51,18.92,21.62,13.51,13.51,18.92,5.928571428571429,8.357142857142858,8.642857142857142,5.785714285714286,7.142857142857143,5,0.07142857142857142
229,1,28,10,2,7,1,1,6,3,7,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1,21.43,16.67,21.43,16.67,11.9,11.9,7.4,7.2,8.466666666666667,7.466666666666667,8.466666666666667,6,0.4
230,1,42,13,2,5,1,2,7,3,7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,23.81,23.81,23.81,23.81,2.38,2.38,5.6875,7.1875,6.875,6.5,7.25,5.625,0.25
231,1,30,13,3,1,1,1,6,3,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,18.6,20.93,23.26,23.26,2.33,11.63,6.125,7.3125,7.5,7.375,7.625,6.0625,0.3125
232,1,31,13,2,4,7,2,5,4,9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,17.78,17.78,17.78,17.78,13.33,15.56,5.461538461538462,7.846153846153846,7.615384615384615,6,7,5.923076923076923,0.07692307692307693
233,1,29,13,4,1,1,1,3,2,7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,14,20,18,16,14,18,6.071428571428571,7.571428571428571,7.928571428571429,7.285714285714286,7.571428571428571,6.214285714285714,0.35714285714285715
234,0,22,3,6,1,5,3,7,3,2,5,3,10,10,9,5,2,1,4,9,5,6,5,5,9,7,4,20,20,20,10,10,20,5.6,8.2,7.2,7,6.8,4.6,0.4
235,0,23,9,2,3,1,1,4,3,2,1,3,3,10,9,10,2,1,7,7,1,9,9,6,10,10,7,15,15,20,20,20,10,8.166666666666666,8,7,7.666666666666667,5.5,5,0.8333333333333334
236,0,24,10,4,3,3,2,7,1,2,9,6,3,7,9,9,7,1,8,7,5,4,7,4,10,4,2,15,20,15,20,15,15,6.333333333333333,7.166666666666667,7.166666666666667,4.5,5.5,3.6666666666666665,0.16666666666666666
237,0,34,7,2,10,1,3,7,4,6,1,1,10,7,8,9,9,1,1,10,6,8,6,2,9,2,10,10,20,20,20,20,10,5,7.6,7.8,5.8,6,3.8,0.4
238,0,27,15,2,3,5,1,2,1,6,8,5,8,8,10,10,8,2,8,7,5,9,9,10,10,7,6,15,20,20,15,15,15,6.857142857142857,7.857142857142857,7.285714285714286,7,7,6,0.5714285714285714
239,0,34,10,2,6,6,2,6,3,7,3,3,5,8,8,7,8,1,6,9,6,8,8,6,7,1,8,10,25,20,20,5,20,5.666666666666667,7.666666666666667,7.333333333333333,5.166666666666667,4.833333333333333,4.5,0.3333333333333333
240,0,26,8,4,1,1,1,6,3,6,10,10,9,10,10,8,9,14,9,10,10,10,10,10,10,10,3,10,30,30,10,10,10,6.714285714285714,7,7,8.285714285714286,7,5.285714285714286,0.8571428571428571
241,0,29,8,4,1,1,2,4,2,7,8,1,5,7,7,7,4,1,3,4,1,3,4,6,7,6,3,90,2,2,2,2,2,6.333333333333333,8.166666666666666,7.166666666666667,7.666666666666667,7.166666666666667,6,1
242,0,26,3,3,3,3,3,7,3,2,6,5,5,8,10,10,9,4,9,10,1,9,10,10,10,1,8,20,20,25,20,5,10,8,7.375,7.5,7.125,6,6,0.75
243,1,27,16,2,2,3,2,6,2,2,7,2,7,9,5,8,5,7,3,9,5,5,9,8,8,6,2,20,20,20,25,5,10,5.666666666666667,6.555555555555555,7.444444444444445,5.666666666666667,5.444444444444445,5.222222222222222,0.7777777777777778
244,1,28,8,2,8,9,2,5,3,7,5,2,10,8,6,4,9,1,3,13,9,8,9,3,4,3,1,20,20,20,10,10,20,6.333333333333333,7.222222222222222,7,6.666666666666667,7.777777777777778,6.111111111111111,0.6666666666666666
245,1,32,7,2,1,6,4,5,2,1,3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,18,10,30,10,10,22,4.625,6.125,8.5,5.5,7,5.625,0.25
246,1,25,10,2,7,1,1,7,6,2,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,35,20,10,20,10,5,4.125,7.375,6.25,5.375,5.75,4.375,0
247,1,25,10,4,1,1,1,6,4,2,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,20,30,10,15,0,25,4.125,7.75,7.375,5,6,4,0
248,1,27,8,6,1,1,1,4,1,7,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,25,15,20,20,15,5,7,6,6.666666666666667,7.666666666666667,7.666666666666667,5.444444444444445,0.7777777777777778
249,1,33,8,6,2,7,2,3,1,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,22,22,15,15,5,21,4.375,7,7.375,5.5,7.625,4.75,0
250,1,25,6,6,1,1,4,2,1,2,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,20,20,20,20,10,10,6.777777777777778,6.666666666666667,8,6.888888888888889,8.444444444444445,7.666666666666667,0.8888888888888888
251,1,33,7,6,2,2,6,4,1,10,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,19,19,19,19,19,5,5.142857142857143,6.857142857142857,7.285714285714286,5.857142857142857,5.857142857142857,5.428571428571429,0.14285714285714285
252,0,28,13,3,1,1,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0,25,25,25,25,0,6.735294117647059,7.823529411764706,7.235294117647059,7.235294117647059,6.823529411764706,5.764705882352941,0.5882352941176471
253,0,33,3,4,1,1,2,6,6,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,25,30,10,10,5,20,3.625,6.25,6.75,4.6875,5.9375,4.5,0.3125
254,0,22,7,2,8,3,2,6,2,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,25,7,25,25,8,10,5.888888888888889,7.277777777777778,7.888888888888889,6.388888888888889,6.666666666666667,5.5,0.5
255,0,26,10,4,3,1,1,7,3,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,16.67,16.67,16.67,16.67,16.67,16.67,5.555555555555555,6.166666666666667,6,4.888888888888889,5.444444444444445,5.055555555555555,0.3333333333333333
256,0,24,4,4,6,5,2,6,4,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,15,25,20,20,10,10,6.705882352941177,7.235294117647059,7.588235294117647,6.352941176470588,6.823529411764706,5.882352941176471,0.8235294117647058
257,0,24,9,2,5,6,2,5,1,2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,22,14,30,10,14,10,6.9411764705882355,7.176470588235294,6.764705882352941,6.470588235294118,6.588235294117647,6.0588235294117645,0.5882352941176471
258,0,25,9,6,1,10,1,6,1,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,7,35,20,20,5,13,6.882352941176471,7.294117647058823,7.117647058823529,6.705882352941177,6.529411764705882,5.470588235294118,0.6470588235294118
259,0,25,10,2,2,2,2,7,1,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,15,18,19,19,17,12,6.5,6,7.4375,5.6875,6.8125,5.875,0.3125
260,0,27,10,4,4,4,2,7,3,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,19,20,19,14,13,15,5.444444444444445,6.833333333333333,7.5,5.888888888888889,6.833333333333333,5.666666666666667,0.5
261,0,26,10,4,1,4,1,7,2,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,15,20,20,20,15,10,5.0588235294117645,6.176470588235294,7.117647058823529,5.411764705882353,5.764705882352941,5.176470588235294,0.35294117647058826
262,0,29,3,2,1,10,6,6,3,10,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,10,40,20,20,0,10,5.333333333333333,7.5,7.666666666666667,5.888888888888889,6.055555555555555,5.333333333333333,0.5
263,0,26,3,1,9,10,1,6,2,10,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,20,20,20,10,20,10,5.944444444444445,7.111111111111111,7.555555555555555,7.277777777777778,6.444444444444445,5.944444444444445,0.7777777777777778
264,0,26,6,2,1,3,1,6,2,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,15,15,25,20,5,20,6,7,7.111111111111111,6.388888888888889,6.277777777777778,5.777777777777778,0.7222222222222222
265,0,32,1,2,3,3,4,5,2,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,15,5,45,10,15,10,4.947368421052632,6.526315789473684,6.842105263157895,3.8947368421052633,5.578947368421052,4.473684210526316,0.3157894736842105
266,0,28,16,2,2,2,2,7,3,10,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6,25,20,20,25,0,10,7.5,7.970588235294118,7.852941176470588,7.088235294117647,6.264705882352941,6.147058823529412,0.8823529411764706
267,0,26,10,4,2,2,1,3,3,4,4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2,20,30,10,15,10,15,5.625,6.375,5.75,5.3125,5.25,4.75,0.25
268,0,24,4,3,1,1,5,6,1,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4,30,20,20,10,15,5,8.558823529411764,8.441176470588236,8.323529411764707,7.617647058823529,7.794117647058823,7.264705882352941,0.9411764705882353
269,0,24,7,2,4,5,2,6,2,2,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2,20,10,30,15,15,10,7.647058823529412,7.823529411764706,8.117647058823529,7.117647058823529,7.0588235294117645,6.529411764705882,0.8823529411764706
270,0,23,10,4,2,4,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,16,16,19,17,14,18,6.055555555555555,7.055555555555555,7.555555555555555,6.111111111111111,6.388888888888889,5.722222222222222,0.5555555555555556
271,0,23,11,2,10,9,2,4,1,11,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5,10,15,40,15,10,10,6.555555555555555,6.111111111111111,6.055555555555555,6.111111111111111,5.722222222222222,5.166666666666667,0.5
272,0,25,11,2,10,10,2,4,1,11,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,25,20,25,25,5,0,7.705882352941177,7,6.411764705882353,6.705882352941177,6.470588235294118,5.588235294117647,0.5294117647058824
273,1,29,10,2,8,4,2,5,2,2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,30,25,18,18,4,5,5.7,6.65,7.4,5.45,6.35,4.9,0.3
274,1,24,3,3,3,3,3,4,2,2,3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7,30,10,20,20,10,10,5.473684210526316,6.157894736842105,6.315789473684211,5.947368421052632,6.105263157894737,4.894736842105263,0.3157894736842105
275,1,21,5,2,1,1,2,4,3,7,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,25,10,25,5,10,25,6.2631578947368425,6.7894736842105265,7.421052631578948,5.315789473684211,6.684210526315789,4.947368421052632,0.05263157894736842
276,1,26,10,2,7,3,2,4,1,2,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,24,16,28,14,8,10,5.809523809523809,6.476190476190476,7.428571428571429,6.238095238095238,6.142857142857143,5.285714285714286,0.3333333333333333
277,1,25,10,2,1,1,1,7,5,2,10,6,10,5,8,8,10,5,3,8,2,7,8,6,6,1,2,60,20,0,20,0,0,6.631578947368421,6.2105263157894735,7.157894736842105,6.473684210526316,6.631578947368421,5.526315789473684,0.5789473684210527
278,1,32,5,2,1,1,1,3,1,2,8,1,5,9,9,9,9,5,8,9,5,7,9,9,9,5,1,25,15,20,25,10,5,4.444444444444445,6.055555555555555,6.888888888888889,5.166666666666667,6.333333333333333,4,0
279,1,25,10,2,7,1,3,4,2,2,7,1,6,5,2,3,5,3,4,9,6,3,8,1,2,1,1,27,15,28,10,10,10,6.925,6.35,7.35,6.3,6.85,5.35,0.6
280,1,25,10,2,2,1,3,6,2,2,8,1,5,5,6,5,5,4,2,10,2,7,10,7,8,2,2,25,20,30,15,5,5,4.947368421052632,7.105263157894737,7.947368421052632,5.473684210526316,6.105263157894737,5.105263157894737,0.2631578947368421
281,1,27,3,2,2,5,6,5,5,2,4,4,2,4,7,5,8,1,2,6,2,6,8,7,5,3,9,20,20,20,15,5,20,5.6,5.85,7.55,4.7,5.95,5.25,0.2
282,1,23,5,1,1,1,1,4,3,7,10,10,10,5,4,4,4,7,8,9,5,7,7,7,10,5,1,25,15,20,20,10,10,6.555555555555555,7,6.833333333333333,7.222222222222222,6.444444444444445,5.333333333333333,0.3888888888888889
283,1,27,5,4,1,1,1,4,2,7,9,6,6,6,4,4,8,6,6,8,1,5,3,3,7,2,7,50,10,10,10,10,10,5.333333333333333,7.222222222222222,7.222222222222222,5.5,6.277777777777778,4.444444444444445,0.16666666666666666
284,1,27,8,2,1,5,1,5,2,6,9,2,5,7,7,9,8,1,5,9,5,5,9,8,9,8,5,25,20,25,20,10,0,5.631578947368421,6.631578947368421,6.947368421052632,5.842105263157895,6,4.684210526315789,0.3157894736842105
285,1,24,5,6,1,1,4,6,6,7,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,20,20,25,25,5,5,4.571428571428571,6.714285714285714,7,4.619047619047619,6.142857142857143,4.476190476190476,0.09523809523809523
286,1,22,2,2,4,7,1,6,3,2,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,10,15,25,15,15,20,4.85,6.6,7,5.15,6.1,4.3,0
287,1,22,13,4,1,1,1,7,3,6,2,1,5,7,2,2,9,6,4,10,8,8,10,8,8,8,8,35,40,5,5,7,8,4.368421052631579,4.947368421052632,6.105263157894737,4.2631578947368425,6.052631578947368,4.052631578947368,0
288,1,27,3,2,3,5,1,6,3,2,9,5,3,8,5,5,6,4,4,9,2,6,7,5,7,2,2,20,20,15,25,10,10,5.833333333333333,6.666666666666667,7,6,6.611111111111111,5.277777777777778,0.3888888888888889
289,1,28,8,4,1,2,1,4,1,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,20,30,10,20,0,20,5.833333333333333,7,7.055555555555555,7.166666666666667,6.611111111111111,4.944444444444445,0.5
290,1,34,10,2,2,6,2,5,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,30,10,30,10,5,15,6.7,6.3,7.45,5.35,6.35,4.9,0.35
291,1,27,10,4,5,5,1,3,2,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,20,20,15,15,12,18,5.095238095238095,7.095238095238095,8.142857142857142,6.095238095238095,7.857142857142857,5.238095238095238,0.23809523809523808
292,1,28,13,1,7,1,1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,20,18,20,17,10,15,7.2105263157894735,6.7368421052631575,7.2631578947368425,6.421052631578948,6.894736842105263,4.842105263157895,0.3157894736842105
293,1,28,8,3,3,7,2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,23,18,21,18,10,10,5.619047619047619,6.571428571428571,6.761904761904762,5.380952380952381,6.904761904761905,4.333333333333333,0.2857142857142857
294,0,30,9,4,1,1,1,6,2,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,20,20,35,5,10,10,7.5,7.416666666666667,8,6.833333333333333,6.5,6.5,0.6666666666666666
295,0,30,9,2,5,7,2,6,1,2,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8,10,18,20,16,16,20,5.363636363636363,6.636363636363637,6.545454545454546,5.454545454545454,5.545454545454546,4.818181818181818,0.18181818181818182
296,0,28,9,2,10,10,1,4,2,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,15,20,35,15,5,10,5.230769230769231,7.384615384615385,7.769230769230769,6,7.076923076923077,5.3076923076923075,0.38461538461538464
297,0,21,9,2,9,8,2,2,1,2,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,25,25,15,15,10,10,7.083333333333333,6.916666666666667,6.416666666666667,6.583333333333333,6.083333333333333,5.5,0.6666666666666666
298,0,22,6,2,7,1,2,6,2,2,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,10,30,20,10,15,15,5.769230769230769,7,7.076923076923077,6,5.615384615384615,4.538461538461538,0.23076923076923078
299,0,24,11,4,1,1,2,6,2,2,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,10,40,10,20,10,10,5.666666666666667,7.333333333333333,7.25,6.666666666666667,6,5.083333333333333,0.4166666666666667
300,0,35,3,2,1,1,2,6,2,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,15,20,25,15,15,10,5.181818181818182,6.818181818181818,7.2727272727272725,5.545454545454546,5.909090909090909,5.2727272727272725,0.2727272727272727
301,0,34,9,2,3,8,2,4,1,2,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,20,20,20,20,10,10,6.076923076923077,7.461538461538462,8,6.846153846153846,6.846153846153846,5.615384615384615,0.3076923076923077
302,0,21,3,2,8,7,2,3,1,12,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6,50,5,20,10,5,10,5.076923076923077,5.461538461538462,5.6923076923076925,6,5.923076923076923,5.076923076923077,0
303,0,33,9,2,2,1,4,5,1,2,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,20,25,25,10,15,5,7,6.916666666666667,7.5,6.833333333333333,6.083333333333333,6.333333333333333,0.5833333333333334
304,0,28,3,2,1,10,1,7,2,12,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,5,20,25,25,15,10,6.538461538461538,7.384615384615385,6.615384615384615,7.3076923076923075,6.076923076923077,5.153846153846154,0.3076923076923077
305,0,29,9,4,6,9,1,4,1,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,6.461538461538462,7.615384615384615,7.076923076923077,6,6,5,0.23076923076923078
306,0,22,9,4,6,2,1,6,3,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,6.75,7.416666666666667,6.75,6.083333333333333,5.5,4.416666666666667,0.16666666666666666
307,0,27,9,4,1,3,5,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,7.083333333333333,7.75,7.666666666666667,7.166666666666667,6.333333333333333,5.916666666666667,0.6666666666666666
308,1,27,9,4,7,3,1,7,2,2,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,5.166666666666667,7.833333333333333,8.25,5.833333333333333,7.666666666666667,5.333333333333333,0.08333333333333333
309,1,32,9,2,5,9,3,3,2,2,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,6.916666666666667,8.25,8.416666666666666,7.333333333333333,6.916666666666667,6.333333333333333,0.5
310,1,25,5,2,7,8,1,3,1,10,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3,24,15,20,20,8,13,6.333333333333333,6.75,7.333333333333333,4.916666666666667,6.083333333333333,3.8333333333333335,0.16666666666666666
311,1,29,8,4,1,1,2,6,1,7,10,8,9,10,7,6,8,9,1,7,4,6,8,10,10,9,8,50,20,10,10,5,5,7.458333333333333,7.916666666666667,7.916666666666667,7.083333333333333,7.5,6.375,0.5
312,1,23,15,2,3,1,2,4,2,6,7,7,5,7,9,8,10,5,3,8,5,6,9,7,8,2,1,25,5,30,15,5,20,6.785714285714286,7.857142857142857,7.892857142857143,6.928571428571429,7.357142857142857,7.214285714285714,0.5
313,1,27,8,2,2,3,1,4,1,6,9,8,6,8,6,3,6,1,9,6,3,2,7,8,10,5,1,19,13,18,18,10,22,7.083333333333333,8.166666666666666,8.25,7.666666666666667,7.166666666666667,7.083333333333333,0.6666666666666666
314,1,32,13,6,3,1,2,6,2,2,9,2,7,8,6,4,2,2,2,6,7,3,7,6,8,8,8,20,10,30,20,10,10,5.538461538461538,7.6923076923076925,8.23076923076923,5.923076923076923,7.769230769230769,5.3076923076923075,0.07692307692307693
315,1,27,5,2,1,4,3,5,3,2,8,2,2,8,8,8,8,2,8,7,1,8,9,7,7,2,2,6.67,19.05,42.86,9.52,14.29,7.62,6.291666666666667,7.583333333333333,8.333333333333334,6.333333333333333,7.333333333333333,5.625,0.3333333333333333
316,1,25,8,2,3,3,2,4,1,7,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1,25,20,15,25,10,5,7.818181818181818,7.818181818181818,8.272727272727273,8.181818181818182,8.545454545454545,7,0.6363636363636364
317,1,30,8,2,1,1,1,4,1,7,8,1,5,10,6,10,4,3,8,4,1,10,10,8,9,1,1,50,0,20,20,0,10,8,7.666666666666667,7.916666666666667,8.583333333333334,7.416666666666667,6.583333333333333,0.6666666666666666
318,1,29,8,6,1,1,2,6,1,7,8,4,8,6,4,5,7,7,7,7,6,7,8,5,8,7,6,40,30,10,8,2,10,4.923076923076923,7.538461538461538,7.769230769230769,6,7.538461538461538,5.769230769230769,0.07692307692307693
319,1,26,9,2,2,4,6,7,2,2,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,20,25,20,10,5,20,4.666666666666667,7.5,7.5,6.583333333333333,6.833333333333333,6.166666666666667,0.25
320,1,36,7,2,6,8,4,5,5,2,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,20,16,16,16,16,16,5.5,6.75,7.583333333333333,5.666666666666667,7,5.666666666666667,0
321,1,29,8,2,3,3,1,5,1,7,7,4,4,8,5,5,4,2,7,5,2,6,8,6,7,2,1,30,15,15,20,10,10,5.916666666666667,6.583333333333333,7.5,5.916666666666667,6.916666666666667,4.666666666666667,0.3333333333333333
322,0,34,3,4,2,1,2,2,2,2,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1,2,60,15,8,5,10,6.625,7.125,7.25,6.625,6.75,5.125,0.25
323,0,25,5,4,1,1,2,4,3,2,5,7,7,7,8,7,7,6,6,7,8,9,9,8,8,8,6,10,20,20,20,10,20,7.777777777777778,7.888888888888889,7.333333333333333,5.777777777777778,6.555555555555555,5.666666666666667,0.5555555555555556
324,0,23,3,2,8,3,1,4,2,3,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7,40,10,15,20,10,5,7.25,7.375,7,7.75,6.75,7,0.375
325,0,30,3,3,2,4,2,6,2,3,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6,10,20,20,10,10,30,6.5,7.75,7.625,8.25,7,6.75,0.375
326,0,36,9,1,5,5,2,6,4,2,2,2,3,8,8,8,2,2,6,9,6,10,8,10,10,10,8,15,15,15,20,20,15,4.888888888888889,8.222222222222221,7.111111111111111,6.666666666666667,6.555555555555555,5.777777777777778,0.2222222222222222
